name,age,gender,grade,course,attendance_pct,enrollment_date
Danielle Davis,-1.0,Female,Unknown,math,-10.0,32-13-2020
Allen Haynes,10.0,Male,A,math,32.39716158781074,1970-01-01
David Duffy,-1.0,Unknown,A,SCIENCE,-10.0,32-13-2020
Carl Thompson,-1.0,Female,Unknown,Unknown,64.69,32-13-2020
Ronald Lewis,-1.0,F,F,Science,32.39716158781074,1970-01-01
Rebecca Delacruz,-1.0,maale,B,Unknown,-10.0,1970-01-01
Debra Bell,-1.0,Female,F,Math,32.39716158781074,1970-01-01
Angela Cohen,-1.0,Unknown,A,History,32.39716158781074,1970-01-01
Samantha Myers,-1.0,femle,Unknown,History,32.39716158781074,32-13-2020
Logan George,11.0,Unknown,A,math,32.39716158781074,1970-01-01
Herbert Ray,-1.0,maale,F,History,-10.0,2022-02-14
Tricia Cunningham,-1.0,Other,F,Math,-10.0,2021-10-07
Matthew Johnson,-1.0,Male,B,English,-10.0,2023-03-17
Angela Blankenship,-1.0,M,B,English,94.08,2023-03-10
Mary Payne DDS,-1.0,Unknown,F,Unknown,67.33,32-13-2020
Wendy Wilson,-1.0,Unknown,Unknown,History,94.02,1970-01-01
Mark Cole,-1.0,Male,D,Unknown,32.39716158781074,32-13-2020
Deborah Lambert,-1.0,Female,B,Unknown,32.39716158781074,32-13-2020
Joanna Hill,-1.0,Female,B,Unknown,32.39716158781074,32-13-2020
Mary Allen,-1.0,femle,F,Math,32.39716158781074,1970-01-01
Nicholas Alvarado,-1.0,Female,Unknown,SCIENCE,69.54,32-13-2020
Stacy Moore,23.0,Unknown,A,Math,-10.0,2022-02-09
Daniel Anderson,23.0,Male,Unknown,Unknown,32.39716158781074,1970-01-01
Michelle Ryan,-1.0,F,A,SCIENCE,32.39716158781074,32-13-2020
Mary Scott,-1.0,F,D,Math,32.39716158781074,32-13-2020
Kimberly Norman,-1.0,Unknown,B,Unknown,-10.0,2024-11-02
Jessica King,-1.0,Female,F,Math,32.39716158781074,32-13-2020
Daniel Martin,-1.0,Female,B,Unknown,32.39716158781074,1970-01-01
Jacob Phillips,-1.0,Female,B,Science,32.39716158781074,1970-01-01
Kelsey Vargas,-1.0,Male,Unknown,Math,50.64,32-13-2020
Eddie Castillo,-1.0,F,A,SCIENCE,-10.0,1970-01-01
Robin Friedman,-1.0,Unknown,B,Unknown,70.61,2024-01-20
Tracy Erickson,-1.0,Male,A,History,32.39716158781074,1970-01-01
Andrew Carter,-1.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Kathy Webb,-1.0,Unknown,D,English,32.39716158781074,2023-10-29
Carlos Vaughan,-1.0,maale,Unknown,Unknown,32.39716158781074,32-13-2020
Kenneth Anderson,-1.0,Other,Unknown,English,32.39716158781074,32-13-2020
Christian Hester,-1.0,F,B,Unknown,32.39716158781074,2023-05-20
Annette Moore,-1.0,Female,Unknown,English,32.39716158781074,2022-06-16
Edward Gomez,-1.0,Unknown,B,Unknown,86.13,1970-01-01
Michael Santos,-1.0,F,Unknown,Science,-10.0,2024-08-28
Tanya Perez,-1.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Christina Summers,-1.0,maale,B,SCIENCE,32.39716158781074,2021-05-30
Christopher Thompson,-1.0,Male,D,Unknown,32.39716158781074,2021-04-20
Larry Thomas,-1.0,Unknown,C,math,-10.0,2024-07-13
Nicole Graham,10.0,Female,B,History,32.39716158781074,32-13-2020
Matthew Sloan,-1.0,Unknown,F,Unknown,-10.0,2020-11-23
Robert Ward,-1.0,Unknown,F,Unknown,-10.0,2024-06-01
Michael Roberts,-1.0,femle,B,English,32.39716158781074,1970-01-01
Robert Garcia,-1.0,Unknown,Unknown,Math,32.39716158781074,1970-01-01
Dr. Mary Medina,-1.0,Female,C,SCIENCE,32.39716158781074,32-13-2020
Philip Price,24.0,Female,D,History,32.39716158781074,32-13-2020
Dwayne Abbott,14.0,Unknown,C,SCIENCE,32.39716158781074,1970-01-01
Brandi Thompson,-1.0,femle,Unknown,Unknown,32.39716158781074,2024-10-03
Robert Knox,-1.0,Female,A,Unknown,51.22,32-13-2020
Scott Jones,-1.0,Male,Unknown,Math,32.39716158781074,32-13-2020
Michael Boyer,-1.0,M,A,Unknown,32.39716158781074,1970-01-01
Seth Mays,-1.0,Male,A,Science,32.39716158781074,2023-07-15
Laura Bennett,-1.0,Unknown,A,Unknown,62.5,32-13-2020
Brandi Torres,-1.0,Male,C,History,32.39716158781074,2024-03-28
Michael Gill,-1.0,Other,Unknown,English,-10.0,1970-01-01
Valerie Miller,-1.0,femle,Unknown,English,32.39716158781074,1970-01-01
Kyle Williamson,-1.0,femle,Unknown,math,54.62,1970-01-01
Patrick Lutz,-1.0,Unknown,Unknown,SCIENCE,73.92,1970-01-01
Michael Wood,-1.0,Unknown,C,Science,32.39716158781074,32-13-2020
Samuel Reed,12.0,Male,Unknown,Math,32.39716158781074,1970-01-01
Chad Sweeney,-1.0,M,A,Math,32.39716158781074,1970-01-01
James Rodriguez,-1.0,M,C,Math,-10.0,32-13-2020
Duane Gallagher,-1.0,M,F,Science,32.39716158781074,1970-01-01
Samantha Mcdaniel,-1.0,Male,F,SCIENCE,53.78,32-13-2020
Paul Cunningham,-1.0,Other,D,SCIENCE,73.36,32-13-2020
Karen Clark,18.0,Female,B,English,-10.0,1970-01-01
Jamie Smith,-1.0,M,A,math,32.39716158781074,2024-05-14
Jacob Chavez,-1.0,maale,F,SCIENCE,32.39716158781074,1970-01-01
John Bell,-1.0,Male,Unknown,SCIENCE,32.39716158781074,1970-01-01
Patty Garcia,-1.0,maale,B,Math,58.82,1970-01-01
Stephanie Rodriguez,-1.0,Unknown,F,SCIENCE,32.39716158781074,1970-01-01
Jared Ford,-1.0,Other,B,SCIENCE,32.39716158781074,1970-01-01
Kendra Leach,-1.0,M,D,Unknown,-10.0,1970-01-01
John Cole,-1.0,Male,Unknown,SCIENCE,51.57,32-13-2020
Tamara Richards,-1.0,M,Unknown,Math,-10.0,32-13-2020
Randall Miller,18.0,Male,A,English,32.39716158781074,2022-09-17
Michelle Anderson,-1.0,Unknown,Unknown,History,32.39716158781074,2024-05-03
Daniel Garrison,-1.0,Other,B,Science,60.3,32-13-2020
Eric Krause,-1.0,Other,Unknown,Science,-10.0,2022-07-13
Carly Hubbard,19.0,Female,D,Unknown,32.39716158781074,32-13-2020
William Franklin,11.0,maale,F,Math,32.39716158781074,32-13-2020
Nicholas Lee,-1.0,maale,C,SCIENCE,89.41,32-13-2020
Sherry Rodriguez,-1.0,femle,B,Unknown,65.76,2021-08-17
Bradley Goodwin,-1.0,Female,Unknown,Unknown,-10.0,32-13-2020
Cassandra Wall,-1.0,Male,C,math,-10.0,32-13-2020
Juan Maxwell,-1.0,maale,D,Unknown,-10.0,2024-07-09
Steven Harvey,-1.0,Other,A,SCIENCE,-10.0,1970-01-01
Emily David,-1.0,maale,F,Unknown,61.33,1970-01-01
Grace Proctor,22.0,F,Unknown,Science,32.39716158781074,1970-01-01
Megan Ali,-1.0,Male,F,Unknown,32.39716158781074,1970-01-01
Anne Elliott,-1.0,maale,F,Unknown,-10.0,2022-05-22
Roberto Fields PhD,-1.0,maale,C,Math,32.39716158781074,1970-01-01
Amanda Price,15.0,maale,C,English,-10.0,32-13-2020
Timothy Hatfield,-1.0,Unknown,D,SCIENCE,-10.0,1970-01-01
Dawn Lowe,-1.0,Female,F,math,32.39716158781074,2023-09-10
Deborah Becker,-1.0,femle,B,Science,70.87,32-13-2020
William Jacobs,-1.0,Other,C,English,32.39716158781074,2024-03-13
Roy Hamilton,-1.0,Male,Unknown,Unknown,92.69,2024-09-14
Jeremy Hensley,-1.0,Male,C,math,86.25,32-13-2020
Jennifer Anderson,18.0,maale,A,Science,97.45,2023-09-23
Matthew Saunders,-1.0,Other,D,Science,32.39716158781074,2020-07-13
Antonio James,-1.0,M,Unknown,Math,32.39716158781074,1970-01-01
Cheryl Nicholson,-1.0,Male,A,SCIENCE,32.39716158781074,2024-10-22
Rachael Shea,-1.0,Unknown,Unknown,Unknown,-10.0,2022-04-19
Nathaniel Jones,-1.0,Male,A,English,32.39716158781074,1970-01-01
Michael Freeman,13.0,F,Unknown,Unknown,32.39716158781074,32-13-2020
Susan Hooper,-1.0,Other,Unknown,History,32.39716158781074,2023-05-03
James Chang,-1.0,Unknown,A,math,32.39716158781074,1970-01-01
Christopher Stuart,-1.0,Other,B,Science,32.39716158781074,1970-01-01
Katrina Gray,24.0,Male,C,English,32.39716158781074,2021-04-04
Kayla Burgess,-1.0,Other,Unknown,Science,32.39716158781074,1970-01-01
Edward Snyder,-1.0,maale,B,Unknown,32.39716158781074,32-13-2020
Mr. Alec Perry,-1.0,Male,Unknown,SCIENCE,32.39716158781074,32-13-2020
Judith Burgess,-1.0,M,Unknown,SCIENCE,32.39716158781074,1970-01-01
Leroy Walker,-1.0,maale,C,Math,-10.0,2024-04-20
John Steele,-1.0,Female,C,Science,-10.0,32-13-2020
Brian Harris,-1.0,Other,Unknown,math,32.39716158781074,2020-10-31
Connie Krause,-1.0,Female,Unknown,Unknown,32.39716158781074,2021-05-07
William Williamson,22.0,Female,A,Unknown,-10.0,2021-01-13
Tyler Luna,14.0,maale,C,Science,-10.0,1970-01-01
Carol Foster,-1.0,Male,D,English,88.96,1970-01-01
Chris Ayala,-1.0,Other,A,Math,-10.0,1970-01-01
Thomas Parker,-1.0,Unknown,B,Science,78.49,32-13-2020
Travis Brown,-1.0,Female,D,History,32.39716158781074,32-13-2020
Sara Beck,-1.0,femle,D,Unknown,-10.0,1970-01-01
Tabitha Tate,-1.0,femle,B,SCIENCE,32.39716158781074,2021-05-16
Jason Zuniga,-1.0,Female,C,Math,85.02,2023-10-14
Bryan Wood,13.0,maale,C,SCIENCE,-10.0,2023-02-28
Madison Barron,-1.0,femle,Unknown,Math,32.39716158781074,32-13-2020
James Henderson,-1.0,F,Unknown,SCIENCE,97.49,1970-01-01
Charlotte Fletcher,-1.0,F,Unknown,Science,32.39716158781074,32-13-2020
Luis Walters,-1.0,femle,D,English,32.39716158781074,1970-01-01
Daniel Montgomery,-1.0,Unknown,A,SCIENCE,32.39716158781074,32-13-2020
Jeffrey Beck,-1.0,Male,Unknown,math,-10.0,1970-01-01
Felicia Gonzales,-1.0,Unknown,B,English,86.91,32-13-2020
Teresa Jimenez,15.0,Unknown,Unknown,Science,32.39716158781074,32-13-2020
Manuel York,-1.0,Other,D,Science,32.39716158781074,1970-01-01
Joshua Benton,-1.0,femle,F,SCIENCE,95.69,32-13-2020
Marissa Burns,-1.0,F,A,Science,32.39716158781074,1970-01-01
Joseph Wade,12.0,M,F,English,32.39716158781074,32-13-2020
Emily Miller,-1.0,Male,Unknown,Unknown,32.39716158781074,32-13-2020
Melissa Collins,-1.0,maale,A,SCIENCE,-10.0,32-13-2020
Julie Walker,-1.0,Male,F,Unknown,32.39716158781074,32-13-2020
Luke Mccoy,25.0,Other,C,Unknown,32.39716158781074,2020-09-26
Dave Edwards,-1.0,Unknown,A,Science,-10.0,32-13-2020
Michael Church,11.0,M,Unknown,English,-10.0,2022-10-15
Donna Kane,-1.0,Unknown,C,History,32.39716158781074,1970-01-01
Patricia Smith,-1.0,F,F,Science,83.86,1970-01-01
Jose Cole,14.0,maale,C,math,-10.0,1970-01-01
Andre Smith,-1.0,F,F,Math,32.39716158781074,2023-07-12
Ian Garcia,12.0,Female,Unknown,English,-10.0,32-13-2020
Michael Sherman,23.0,Male,D,Science,66.93,32-13-2020
Nancy West,-1.0,F,Unknown,Science,32.39716158781074,1970-01-01
Michael Holland,-1.0,maale,D,Unknown,32.39716158781074,2022-08-06
Christian Garner,19.0,Other,C,English,32.39716158781074,32-13-2020
David Alvarez,12.0,femle,A,Unknown,32.39716158781074,32-13-2020
Alexis Beard,-1.0,femle,A,Unknown,-10.0,32-13-2020
Michelle Mills,25.0,Other,A,Unknown,-10.0,1970-01-01
Brian Graham,-1.0,femle,F,Math,78.52,1970-01-01
Ralph Rivas,19.0,Male,F,Unknown,87.47,2025-02-14
Mark Perez,-1.0,Unknown,C,English,-10.0,2022-11-30
Allen Price,-1.0,femle,D,English,32.39716158781074,2022-01-22
Maurice Richmond,-1.0,F,A,Unknown,78.74,32-13-2020
Sandra Robinson,15.0,Unknown,F,SCIENCE,32.39716158781074,1970-01-01
Caroline Porter,-1.0,F,Unknown,Unknown,32.39716158781074,1970-01-01
Linda Garner,-1.0,femle,F,History,32.39716158781074,32-13-2020
Ronald Becker,-1.0,Unknown,Unknown,Unknown,32.39716158781074,1970-01-01
Diane Hernandez MD,-1.0,F,F,Unknown,32.39716158781074,32-13-2020
Michael Alvarado,-1.0,maale,F,Unknown,32.39716158781074,32-13-2020
Brett Lopez,-1.0,Unknown,D,Math,-10.0,1970-01-01
Mandy Giles,-1.0,Unknown,B,math,67.56,32-13-2020
Zachary Jordan Jr.,-1.0,F,D,math,95.42,2023-01-26
Katherine Holmes,-1.0,M,C,Unknown,-10.0,32-13-2020
Jenna Peters,17.0,F,Unknown,English,81.2,1970-01-01
Terry Williams,-1.0,Male,B,English,-10.0,1970-01-01
Faith Rose,-1.0,F,B,Science,-10.0,2020-09-24
Janice Wilkinson,-1.0,femle,A,Unknown,32.39716158781074,32-13-2020
Erica Reyes,-1.0,Female,B,History,32.39716158781074,1970-01-01
Christopher Stanley,-1.0,maale,A,Unknown,32.39716158781074,1970-01-01
Sean Hayes,-1.0,Unknown,F,Science,83.4,2022-06-10
Brian Poole,-1.0,maale,Unknown,SCIENCE,-10.0,1970-01-01
Olivia Harris,21.0,F,Unknown,Science,-10.0,2021-11-30
Jeremiah Alexander,-1.0,Female,B,Math,55.31,32-13-2020
Richard Warren,-1.0,Other,D,Science,80.3,32-13-2020
John Walls,-1.0,M,C,Math,32.39716158781074,1970-01-01
Gary Reyes,-1.0,Other,Unknown,SCIENCE,32.39716158781074,2024-09-16
James Mccarthy,17.0,F,D,Unknown,32.39716158781074,32-13-2020
Kristen Reyes,-1.0,Unknown,D,Unknown,32.39716158781074,32-13-2020
Karen Lopez,14.0,Male,B,Science,71.17,32-13-2020
Jessica Flores,-1.0,M,B,SCIENCE,-10.0,1970-01-01
Jasmine Ortega,-1.0,Unknown,A,SCIENCE,50.48,1970-01-01
Lisa Foster,-1.0,Female,Unknown,SCIENCE,-10.0,1970-01-01
Nicholas Mitchell,23.0,femle,Unknown,Science,32.39716158781074,2024-01-25
Bryan Hill,-1.0,Other,B,Science,32.39716158781074,2024-02-23
Audrey Henderson,22.0,Female,B,Math,32.39716158781074,32-13-2020
Kimberly Miller,24.0,Female,F,History,32.39716158781074,1970-01-01
Austin Sosa,-1.0,Unknown,Unknown,Unknown,32.39716158781074,1970-01-01
Jon Williams,18.0,Unknown,D,math,72.93,2021-10-12
Teresa Woods,-1.0,Female,B,Math,-10.0,1970-01-01
Jeff Moore MD,-1.0,M,Unknown,Unknown,66.97,32-13-2020
David Flores,-1.0,Male,A,Unknown,-10.0,1970-01-01
John Miller,-1.0,maale,F,Unknown,-10.0,32-13-2020
Michael Fox,-1.0,Unknown,C,English,32.39716158781074,2021-09-13
Stephanie Hendricks,-1.0,F,A,Science,32.39716158781074,32-13-2020
Austin Ingram,-1.0,femle,F,SCIENCE,32.39716158781074,32-13-2020
Mark Wilson,-1.0,Female,B,Math,32.39716158781074,32-13-2020
Robert Johnson,-1.0,Other,Unknown,Math,32.39716158781074,32-13-2020
Lauren Jenkins,-1.0,maale,C,Math,-10.0,32-13-2020
Janice Young,-1.0,Female,B,math,32.39716158781074,1970-01-01
Derek Espinoza,-1.0,Male,Unknown,English,78.73,2022-05-18
Kathleen Salazar,-1.0,Unknown,D,Unknown,-10.0,2024-11-30
Nicole Stewart,-1.0,maale,D,Math,80.16,2021-11-24
David Martinez,-1.0,Male,A,English,-10.0,1970-01-01
Elizabeth Jones,16.0,F,C,Math,93.68,2024-05-28
Mike Fernandez,24.0,femle,A,Unknown,32.39716158781074,32-13-2020
Stephanie Moore,-1.0,maale,Unknown,SCIENCE,88.6,2024-03-05
Jane Schultz,-1.0,Female,F,Unknown,-10.0,32-13-2020
Hannah Wilson,-1.0,F,A,Science,-10.0,2024-03-18
Jessica Johnson,10.0,Other,F,Math,32.39716158781074,32-13-2020
Lisa Park,15.0,M,D,math,-10.0,1970-01-01
Seth Carter,20.0,Male,C,Unknown,93.66,32-13-2020
Mrs. Mary Smith,-1.0,Unknown,C,Math,70.34,32-13-2020
Samantha Pineda,-1.0,Unknown,D,Science,82.71,32-13-2020
Angela Cunningham,-1.0,Male,F,English,32.39716158781074,32-13-2020
Cassandra Collins,-1.0,Female,Unknown,History,32.39716158781074,2024-11-12
Karen Huynh,-1.0,Male,A,math,69.11,32-13-2020
Jesus Sullivan,10.0,Unknown,C,Unknown,60.35,2022-10-15
Ryan York,-1.0,F,C,Science,85.38,32-13-2020
Jason Potter,-1.0,Unknown,Unknown,Unknown,32.39716158781074,2021-02-26
Robert Jones,-1.0,Female,B,Science,32.39716158781074,1970-01-01
Jessica Williams MD,17.0,maale,F,Science,-10.0,1970-01-01
Mary David,-1.0,Other,A,Science,93.9,32-13-2020
Steven Hamilton,13.0,Male,F,math,51.37,32-13-2020
James Fischer,-1.0,Female,B,Unknown,65.31,1970-01-01
Samantha Gonzalez,-1.0,Male,Unknown,math,32.39716158781074,1970-01-01
Karen Cook,23.0,Unknown,Unknown,Math,32.39716158781074,2025-01-07
James Abbott,23.0,Male,F,Math,-10.0,2020-07-06
Pamela Jones,-1.0,Other,A,SCIENCE,80.82,1970-01-01
Jennifer Salinas,-1.0,F,A,Math,-10.0,2023-03-18
Mark Peterson,-1.0,M,Unknown,English,75.33,32-13-2020
Ruben Griffin,-1.0,Unknown,C,History,-10.0,2020-07-08
Richard Johnson,-1.0,F,D,Unknown,32.39716158781074,1970-01-01
Clifford Chen,-1.0,Other,B,Math,32.39716158781074,2023-07-23
Russell Lopez DVM,-1.0,M,Unknown,Math,68.01,2021-10-12
Patricia Stokes,-1.0,Male,C,Unknown,-10.0,2023-06-21
Tyrone Nguyen,-1.0,Female,B,Math,32.39716158781074,32-13-2020
Patrick Johnson,-1.0,maale,C,Unknown,72.29,1970-01-01
Ashley Gomez,15.0,F,A,History,-10.0,1970-01-01
Nathan Oneill,-1.0,Female,A,SCIENCE,50.63,1970-01-01
Melinda Bailey,19.0,maale,F,Unknown,86.78,1970-01-01
Mark Daniels,-1.0,Male,A,Unknown,32.39716158781074,2024-02-16
Douglas Gonzalez,-1.0,maale,F,Math,72.76,2024-01-06
Ashley Franco,-1.0,M,D,Unknown,32.39716158781074,2023-12-14
Joseph Ross,-1.0,M,Unknown,English,-10.0,1970-01-01
Mr. Eric Becker,-1.0,F,C,English,-10.0,32-13-2020
David Pearson,-1.0,femle,C,Unknown,32.39716158781074,32-13-2020
Zachary Price,-1.0,femle,C,Science,-10.0,2021-03-20
Richard Dougherty,-1.0,femle,A,English,89.82,1970-01-01
Isabel Olson,13.0,femle,D,Math,32.39716158781074,1970-01-01
Tracy Zamora,-1.0,maale,A,Math,32.39716158781074,32-13-2020
William Summers,-1.0,F,B,SCIENCE,-10.0,2021-08-25
Zachary Ellison,17.0,Unknown,B,Science,70.78,32-13-2020
Ashley Hartman,-1.0,Male,Unknown,History,78.25,1970-01-01
Kelli Williams,20.0,Unknown,F,Science,32.39716158781074,2024-06-20
Crystal Dennis,-1.0,Unknown,C,English,57.84,32-13-2020
Kimberly Evans,-1.0,Unknown,A,Unknown,32.39716158781074,32-13-2020
John Jackson,-1.0,Male,F,Unknown,32.39716158781074,2022-01-05
Samantha Jones,19.0,maale,F,Unknown,32.39716158781074,2022-11-03
Amy Wells,-1.0,Other,B,Science,32.39716158781074,2023-07-13
Kayla Gonzalez,24.0,F,F,SCIENCE,-10.0,1970-01-01
April Hall,10.0,Male,Unknown,Unknown,32.39716158781074,2022-09-15
Paula Kennedy,-1.0,Male,A,Unknown,32.39716158781074,2024-09-24
Joseph Villarreal,18.0,M,B,Unknown,50.29,1970-01-01
Chelsea Fisher,-1.0,M,C,Science,-10.0,1970-01-01
Michelle James,-1.0,Female,F,math,85.07,32-13-2020
Dakota Thomas,-1.0,Male,C,Math,32.39716158781074,1970-01-01
Laurie Carson,12.0,Female,A,Science,32.39716158781074,1970-01-01
Robert Simmons,-1.0,Female,Unknown,Science,71.44,2022-01-30
Cassandra Wilson,-1.0,femle,C,Unknown,94.33,32-13-2020
Amanda Glenn,24.0,Female,Unknown,Unknown,72.5,1970-01-01
Monica Glass,-1.0,femle,A,math,89.99,32-13-2020
Theresa Hill,-1.0,Female,F,math,64.83,2022-04-30
Michelle Ramirez,-1.0,Male,B,SCIENCE,32.39716158781074,2023-10-22
Ryan Marquez,-1.0,maale,B,Math,32.39716158781074,1970-01-01
William Harris,-1.0,Female,Unknown,Unknown,32.39716158781074,32-13-2020
Denise Levine,21.0,Unknown,C,Math,32.39716158781074,2024-08-16
John White,-1.0,Unknown,D,Science,32.39716158781074,32-13-2020
Brian Harper,-1.0,Male,F,History,-10.0,2025-04-09
Pamela Mercer,15.0,Male,Unknown,SCIENCE,90.68,32-13-2020
Vickie Martin,15.0,M,Unknown,math,-10.0,2021-12-17
James Carey,-1.0,M,B,Unknown,91.23,1970-01-01
Angela Perry,-1.0,Unknown,A,History,75.41,32-13-2020
Patricia Livingston,-1.0,Male,Unknown,Science,-10.0,32-13-2020
Rhonda Campbell,22.0,Male,D,Unknown,32.39716158781074,2020-08-13
Jeffrey Smith,-1.0,M,B,Unknown,32.39716158781074,32-13-2020
Carol Smith,-1.0,Unknown,Unknown,Unknown,83.0,32-13-2020
Margaret Reed,-1.0,Unknown,B,English,32.39716158781074,2023-11-25
Lindsey Noble,-1.0,Other,F,SCIENCE,32.39716158781074,32-13-2020
Caitlin Bush,-1.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Scott Davis,-1.0,Female,B,SCIENCE,83.27,1970-01-01
Kelly Williams,14.0,femle,Unknown,History,32.39716158781074,2022-05-24
Kristin Taylor,11.0,Other,Unknown,Science,-10.0,2023-06-30
Louis Anderson,-1.0,F,Unknown,English,51.88,1970-01-01
Brian Adams,-1.0,maale,A,Math,32.39716158781074,32-13-2020
Shelly Stevenson,22.0,maale,B,SCIENCE,32.39716158781074,1970-01-01
Michael Russell,-1.0,M,Unknown,Unknown,32.39716158781074,32-13-2020
Janice Powell,-1.0,M,F,History,-10.0,1970-01-01
Emily Johnson,20.0,femle,C,Math,32.39716158781074,2021-01-27
Lauren Howard DDS,25.0,Male,F,English,32.39716158781074,32-13-2020
Patricia King,-1.0,femle,Unknown,English,76.71,2024-09-05
Kaitlin Lewis,18.0,Unknown,Unknown,Science,-10.0,1970-01-01
Robert Smith,14.0,M,B,SCIENCE,32.39716158781074,1970-01-01
Adam Diaz,-1.0,M,B,Math,-10.0,1970-01-01
Jeffrey Stephens,-1.0,Female,Unknown,English,32.39716158781074,1970-01-01
John Green,-1.0,femle,C,Unknown,32.39716158781074,2023-09-20
Tyler Hinton,-1.0,maale,F,English,32.39716158781074,1970-01-01
Destiny Wise,-1.0,femle,B,Unknown,32.39716158781074,1970-01-01
Leslie Ryan,-1.0,M,F,SCIENCE,32.39716158781074,2022-10-21
Lydia George,-1.0,M,F,Unknown,-10.0,2021-12-27
Elizabeth Page,-1.0,Other,B,History,-10.0,1970-01-01
Cameron Bray,-1.0,Male,C,Math,65.8,32-13-2020
Michael Barrera,-1.0,Unknown,D,Science,32.39716158781074,32-13-2020
Lucas Hardy,-1.0,femle,C,SCIENCE,-10.0,32-13-2020
Sean Gill,18.0,M,D,SCIENCE,-10.0,1970-01-01
William Smith,-1.0,Male,A,Unknown,32.39716158781074,1970-01-01
Cynthia Fletcher,-1.0,Female,B,math,32.39716158781074,32-13-2020
Christina Sellers,-1.0,Unknown,Unknown,Science,32.39716158781074,2021-11-29
Carla Hernandez,-1.0,M,B,SCIENCE,32.39716158781074,32-13-2020
Steven Jones,-1.0,Other,A,Math,32.39716158781074,2024-10-22
Brandon Short,16.0,Unknown,D,Math,32.39716158781074,1970-01-01
Anthony Jackson,-1.0,F,A,math,32.39716158781074,1970-01-01
Elizabeth Tran,-1.0,maale,F,SCIENCE,32.39716158781074,2021-05-26
Susan Johnson,-1.0,Unknown,D,Science,32.39716158781074,1970-01-01
John Peterson,-1.0,Unknown,Unknown,History,84.26,1970-01-01
Nicole Blake,-1.0,F,C,Math,71.96,32-13-2020
Alicia Swanson,-1.0,maale,C,Unknown,32.39716158781074,2021-03-16
James Frye,-1.0,Unknown,F,Math,32.39716158781074,1970-01-01
Austin Sandoval,13.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Christina Roberts,-1.0,maale,F,SCIENCE,63.86,2020-09-15
Danielle Kennedy,-1.0,M,D,History,32.39716158781074,2021-01-13
Danielle Reyes,-1.0,M,D,math,-10.0,32-13-2020
Carrie Lam,-1.0,Other,B,Unknown,32.39716158781074,32-13-2020
Todd Sullivan,-1.0,Unknown,Unknown,English,-10.0,2022-10-15
Jason Gonzalez,-1.0,Female,F,Unknown,32.39716158781074,2022-06-05
Lori Jones,-1.0,Unknown,Unknown,Math,-10.0,1970-01-01
Jennifer Johnson,-1.0,Male,A,English,32.39716158781074,1970-01-01
Christy Morgan,-1.0,femle,Unknown,Science,60.78,32-13-2020
Andre Beltran,-1.0,Female,D,Math,91.71,1970-01-01
George Cox,22.0,Unknown,D,math,-10.0,32-13-2020
William Gibson,-1.0,maale,Unknown,Science,32.39716158781074,1970-01-01
Troy Castillo,-1.0,maale,B,math,32.39716158781074,2020-11-19
Christy Lozano,-1.0,M,D,Science,32.39716158781074,32-13-2020
James Rush,20.0,Other,C,History,-10.0,2023-09-23
Robert Stanley,-1.0,M,D,Science,32.39716158781074,1970-01-01
Mr. Michael Estrada MD,-1.0,M,F,Unknown,32.39716158781074,1970-01-01
Samantha Young,-1.0,femle,D,math,61.89,32-13-2020
Maxwell Bautista,11.0,F,F,SCIENCE,32.39716158781074,32-13-2020
Julie Thompson,24.0,Unknown,A,Science,-10.0,2021-06-09
Kyle Chandler,-1.0,Other,D,Unknown,32.39716158781074,2020-06-29
Gerald White,-1.0,Unknown,C,SCIENCE,32.39716158781074,1970-01-01
Richard Becker,-1.0,maale,B,math,32.39716158781074,32-13-2020
Kevin King,-1.0,Female,F,Unknown,32.39716158781074,32-13-2020
Bradley Parsons,23.0,femle,D,Math,32.39716158781074,2022-02-19
Sharon Gonzalez,-1.0,Unknown,C,SCIENCE,88.49,2021-06-21
Paul Middleton,-1.0,F,B,Science,-10.0,1970-01-01
Mark Smith,-1.0,Male,C,Unknown,32.39716158781074,32-13-2020
David Patrick,-1.0,Other,Unknown,Unknown,87.39,32-13-2020
Kyle Jackson,-1.0,Other,Unknown,Science,32.39716158781074,2023-12-04
Dale Phillips,-1.0,femle,Unknown,History,62.24,32-13-2020
Jean Turner,-1.0,F,Unknown,Unknown,76.53,2025-04-20
Marie Donaldson,-1.0,Other,Unknown,Unknown,61.77,1970-01-01
Ebony Higgins,-1.0,M,D,Unknown,67.78,2020-10-30
Robert Larson,-1.0,maale,A,Unknown,89.85,32-13-2020
Denise Mccoy,-1.0,Other,F,math,54.36,1970-01-01
Amanda Martin,14.0,M,A,math,32.39716158781074,2021-01-02
Jay Tate,-1.0,F,Unknown,Unknown,60.16,1970-01-01
Kayla Avila,-1.0,Female,Unknown,History,66.94,1970-01-01
Chelsea Taylor,10.0,femle,F,Unknown,-10.0,1970-01-01
Anna Rivera,-1.0,M,A,Unknown,-10.0,32-13-2020
Candace Thomas,-1.0,Other,C,English,84.44,2023-03-28
Kathryn Wood,-1.0,Female,A,math,32.39716158781074,1970-01-01
Anna Carter,-1.0,M,F,Unknown,-10.0,2024-06-18
