student_id,name,age,gender,grade,course,attendance_pct,enrollment_date
11544,Heather Williams,12,Other,F,Math,N/A,32-13-2020
11545,Andrew Santana,-1,femle,C,Math,,
11546,Benjamin Brown,unknown,M,F,SCIENCE,83.1,32-13-2020
11547,Joshua Ellis,-1,,,SCIENCE,,
11548,Luis Torres,,femle,C,math,50.81,2020-09-21
11549,Kyle Newton,unknown,Other,B,math,,2024-03-25
11550,Derek Chandler,-1,Other,D,math,-10,32-13-2020
11551,Walter Hull,unknown,femle,C,English,-10,2023-03-19
11552,Elizabeth Tapia,,F,,History,,
11553,Kimberly Sanders,-1,F,,SCIENCE,64.8,32-13-2020
11554,Cynthia Kelly,,M,,Science,N/A,
11555,Veronica Huff,-1,,F,Math,N/A,
11556,Samantha Mills,unknown,M,,English,-10,2024-01-02
11557,Kevin Stevenson,unknown,Female,F,History,95.3,32-13-2020
11558,Gregory Singleton,unknown,F,C,,N/A,32-13-2020
11559,Jessica Adams,unknown,F,A,,-10,
11560,Nicole Chavez,unknown,Other,,Science,91.92,32-13-2020
11561,Debra Glass,unknown,Other,D,,-10,32-13-2020
11562,Deanna Freeman,25,,,English,N/A,2024-11-12
11563,Joshua Holland,unknown,Other,,math,,
11564,Tammy Peterson,22,F,C,math,95.95,2023-07-12
11565,Perry Hopkins,18,,B,SCIENCE,-10,2023-01-19
11566,Daniel Perez,-1,femle,D,History,N/A,
11567,Brian Griffin,,M,B,SCIENCE,,2021-01-21
11568,Mr. Alex Mccoy,,M,F,Math,,
11569,Tiffany Moody,,M,A,Math,89.97,2024-08-09
11570,Robert Fuller,,,,History,N/A,32-13-2020
11571,Joyce Smith,25,femle,B,math,,
11572,Maria Ayers,23,,A,,55.69,32-13-2020
11573,Leslie Cordova,-1,Female,,English,N/A,32-13-2020
11574,Erik Burns,unknown,Other,,Science,-10,
11575,Phyllis Monroe,-1,,F,Math,N/A,32-13-2020
11576,William Fox,,Male,C,,-10,
11577,Jill Oliver,-1,femle,,math,,32-13-2020
11578,Jordan Phillips,-1,femle,D,History,-10,32-13-2020
11579,Michael Silva,unknown,,A,Math,74.77,2024-01-06
11580,Robert Lewis,unknown,femle,C,math,88.72,
11581,Cindy Ward,unknown,femle,B,,N/A,2020-08-21
11582,David Anderson,-1,Female,,math,53.37,2022-05-10
11583,Cathy Lang,,Other,,math,N/A,
11584,Joe Holmes,,F,,History,N/A,32-13-2020
11585,Barry Swanson,,maale,,Math,N/A,
11586,Jessica King,-1,femle,D,math,77.65,32-13-2020
11587,Latoya Young,unknown,Other,,SCIENCE,N/A,32-13-2020
11588,Katherine Williams,,Male,D,History,,32-13-2020
11589,Jeremiah Moran,,,B,English,N/A,32-13-2020
11590,Maria Wilson,,Female,B,English,-10,32-13-2020
11591,Eric Holt,16,Male,C,,,32-13-2020
11592,Thomas Wright,unknown,Female,A,,-10,
11593,Daniel Freeman,unknown,femle,F,,N/A,2021-01-03
11594,Sara Randolph,16,femle,D,SCIENCE,-10,
11595,Michele Perkins,,Female,A,math,,32-13-2020
11596,Susan Walsh,unknown,,A,Math,-10,
11597,Teresa Evans,unknown,F,A,,90.83,32-13-2020
11598,Teresa Johnson,unknown,,F,History,,
11599,Jasmine Hall DDS,-1,M,C,Math,-10,2024-11-13
11600,Robert Rodriguez,unknown,Other,,English,N/A,32-13-2020
11601,Miss Debbie Moore DDS,unknown,M,C,Science,86.51,
11602,Beth Turner,unknown,,A,History,N/A,2022-07-10
11603,Ricky Alexander,14,Female,F,Science,-10,
11604,Steven Ferguson,12,maale,F,Math,N/A,32-13-2020
11605,Stephanie Brock,,Female,A,,-10,
11606,Michelle Allen DVM,unknown,femle,F,Science,,2022-07-29
11607,Dr. Holly Norton DDS,,Other,,English,N/A,2022-12-29
11608,Joseph Alvarado,-1,F,A,,58.71,2022-12-29
11609,Ashley Fernandez,unknown,Male,D,math,,2021-09-10
11610,Michael Wiley,-1,F,D,Science,97.55,32-13-2020
11611,Sandra Parks,,Male,B,History,-10,2024-11-11
11612,Gina Johnson,,F,B,SCIENCE,N/A,
11613,Tyler Jensen,-1,M,F,,,
11614,Daniel Riley,,,A,English,N/A,32-13-2020
11615,Mark Elliott,unknown,maale,,Math,65.36,32-13-2020
11616,Brenda Mendez,,Other,,English,51.77,2021-09-21
11617,Stephanie Roman,unknown,M,A,SCIENCE,86.11,
11618,James Edwards,,Male,F,History,N/A,32-13-2020
11619,Raymond Taylor,10,Female,,History,N/A,2025-01-22
11620,Marcus Bullock,-1,,,English,91.72,32-13-2020
11621,Susan Schmitt MD,18,F,,Math,-10,32-13-2020
11622,Brian Sawyer,unknown,Other,D,SCIENCE,-10,2021-05-02
11623,Donna Washington,,maale,A,math,-10,
11624,Katie Leonard,15,Female,,math,-10,
11625,Tina Simon,17,Other,,,N/A,
11626,Edward Reid,20,F,B,,,
11627,Jennifer Jenkins,24,F,D,English,N/A,32-13-2020
11628,Heather Huff,,Other,B,math,-10,32-13-2020
11629,Donald Bush,-1,femle,D,math,-10,
11630,Patricia Johnson,13,Other,,,-10,2023-11-11
11631,Matthew Norman Jr.,,,,Math,N/A,2024-05-06
11632,Grant Jones,,F,,Science,N/A,32-13-2020
11633,Anthony Berger,10,,,English,,32-13-2020
11634,Tyler Schroeder,unknown,Other,B,History,,2021-04-04
11635,Julia Dyer,-1,,,math,-10,32-13-2020
11636,Jessica Richardson,-1,Female,C,Math,N/A,2020-12-18
11637,Wendy Lynch,10,F,D,,N/A,2024-12-12
11638,Amber Fields,16,femle,,,-10,32-13-2020
11639,John Boyer,unknown,M,F,SCIENCE,-10,32-13-2020
11640,Melissa Todd,-1,maale,D,math,N/A,2022-06-23
11641,Derrick Smith,unknown,maale,B,English,,
11642,Ariel Downs,unknown,femle,,Math,N/A,
11643,Brian Charles,unknown,F,,History,-10,32-13-2020
11644,Rhonda Pierce,-1,,,,-10,32-13-2020
11645,Brittany Wilson,-1,maale,F,math,72.38,
11646,Trevor Evans,unknown,Other,C,SCIENCE,N/A,
11647,Christina Clark,unknown,M,D,,,
11648,Brett Weaver,,,A,,,2022-06-03
11649,Catherine Hoffman,,,,Science,N/A,32-13-2020
11650,Jeffrey Castaneda,-1,,A,Science,-10,2025-02-11
11651,Joseph Thompson,,,,SCIENCE,-10,
11652,Juan Williamson,20,M,C,English,,
11653,David Dunn,unknown,Male,B,math,N/A,
11654,Tonya Moore,unknown,,B,Science,,2022-05-31
11655,David Garza,-1,femle,B,math,-10,2022-12-12
11656,Robert Williams,-1,Female,,,-10,32-13-2020
11657,Vickie Foley,,maale,C,,,
11658,John Perry,16,Male,D,,62.0,
11659,Patricia Walsh,unknown,Male,A,Math,-10,32-13-2020
11660,Joshua Rogers,,Other,,SCIENCE,N/A,2022-10-09
11661,Jeremy Taylor,unknown,M,D,English,94.96,2022-06-15
11662,Jody Ross,22,F,D,English,-10,32-13-2020
11663,Gregory Lee,-1,,B,math,N/A,32-13-2020
11664,Christopher Fox,-1,maale,D,History,98.87,32-13-2020
11665,Stephanie Smith,,Female,C,math,,2023-11-20
11666,Caitlin Vega DDS,unknown,femle,D,Math,N/A,
11667,Mark Reyes,-1,Other,A,math,81.68,2023-08-11
11668,Robert Bradshaw,-1,M,A,,58.13,2023-10-26
11669,Andrew Ford,-1,M,B,Science,,2025-03-28
11670,Craig Morales,18,Male,,SCIENCE,-10,2022-04-09
11671,James Adams,-1,femle,D,History,,2024-10-25
11672,Raymond Lucero,,F,B,Math,,2022-11-02
11673,Crystal Simpson,-1,Female,,,73.03,
11674,Morgan Mcguire,unknown,Other,A,,77.17,32-13-2020
11675,Joan Pearson,,F,C,English,-10,
11676,Mark Fisher,unknown,Other,,Science,,2024-08-29
11677,Cindy Owens,-1,F,B,,,
11678,Sandra Hamilton,12,F,A,,N/A,2021-11-17
11679,Kayla Wright,25,Other,F,English,-10,32-13-2020
11680,Susan Martinez,-1,F,,,97.8,2021-12-01
11681,Stephen Howard,unknown,Female,,math,,2020-08-30
11682,David Allen,,M,D,Science,,
11683,Jenny Snyder,-1,,,,81.99,2024-09-02
11684,George Saunders,,maale,C,,-10,32-13-2020
11685,Alexis Schaefer,,,B,Science,-10,2022-09-10
11686,Debra Sellers,unknown,Other,,Math,,
11687,Elizabeth Cox,,Other,,,99.49,32-13-2020
11688,Matthew Howard,unknown,,,English,N/A,2023-01-13
11689,William Boyd,10,,A,Science,N/A,
11690,Matthew Herrera,-1,Female,,math,N/A,
11691,Megan Walker,-1,Male,A,Science,-10,32-13-2020
11692,Mrs. Ann Barnes,-1,Male,A,History,,32-13-2020
11693,Justin Robinson,,F,A,SCIENCE,,
11694,Rachel Hughes,,maale,B,History,,32-13-2020
11695,Hannah Valdez,unknown,Male,,Science,N/A,32-13-2020
11696,Bryan Powell,,maale,B,SCIENCE,N/A,32-13-2020
11697,Jason Wolf,-1,,C,Math,N/A,32-13-2020
11698,Joseph Gibson,-1,M,,Math,N/A,
11699,Robin Roberts,22,maale,F,SCIENCE,,
11700,Michelle Mitchell,-1,femle,,Math,-10,
11701,Joanna Rodriguez,unknown,maale,D,English,-10,32-13-2020
11702,Ryan Jones,,Male,B,SCIENCE,-10,2025-01-13
11703,Carly Miller,,Other,,History,-10,
11704,Rebecca White,unknown,,D,Math,,2022-05-24
11705,Kenneth Jones,-1,maale,F,Science,N/A,
11706,Joseph Montes,21,femle,,Science,N/A,2023-03-07
11707,Juan Hill,-1,Male,F,,-10,2023-10-22
11708,Lori Bryan,unknown,F,,Math,91.48,32-13-2020
11709,Andrew Porter,unknown,,D,Science,,
11710,Jaime Adams,,,,,-10,
11711,Anthony Yoder,,Male,D,,,
11712,Brittney Silva,-1,maale,F,History,,2021-01-04
11713,Rhonda Vazquez,-1,,C,SCIENCE,59.66,32-13-2020
11714,Brian Spencer,17,M,C,,N/A,2022-07-07
11715,Malik Hernandez,16,Other,,Math,N/A,32-13-2020
11716,Jasmine Williams,unknown,maale,,History,-10,
11717,Andre Lopez,,M,C,Science,-10,32-13-2020
11718,William Tyler,17,F,,Science,,32-13-2020
11719,Kristy Page,20,,D,,-10,2024-06-13
11720,Jason Miller,-1,F,B,English,N/A,32-13-2020
11721,Robert Smith,10,maale,,History,,
11722,Mrs. Savannah Frey,18,F,,,,
11723,Maria Ross,25,F,F,,,32-13-2020
11724,Tammy Pena,,maale,,Math,-10,2022-06-06
11725,Michael Farmer,,Other,A,,71.05,
11726,Anne Willis,unknown,Male,C,Science,-10,2020-10-13
11727,Amanda Hall,unknown,M,,Math,-10,
11728,Ray Patterson,18,Female,A,English,,2022-09-06
11729,David Dyer,13,Other,C,Science,,2025-05-01
11730,Heather White,unknown,,C,Science,N/A,
11731,Rachel Williams,unknown,Male,A,SCIENCE,-10,
11732,Carolyn Watkins,unknown,,F,math,,
11733,Laura Sanders,unknown,Other,,English,N/A,32-13-2020
11734,Tina Ortega,unknown,Female,C,English,-10,
11735,Melissa Rice,-1,Male,,Science,54.3,2024-01-16
11736,Alicia Hampton,19,,,SCIENCE,N/A,
11737,Kimberly Banks,20,M,D,Science,61.86,
11738,Dustin Simmons,13,Other,,,N/A,32-13-2020
11739,Kenneth Martinez,16,F,A,English,,2022-06-21
11740,Gerald Harris,unknown,,B,math,,32-13-2020
11741,Philip Romero,-1,femle,F,,66.27,32-13-2020
11742,Jordan Bridges,-1,M,C,History,55.47,32-13-2020
11743,Aaron Smith,,M,,math,,2021-07-15
11744,Jason Brown,,femle,B,,,
11745,Scott Robertson,24,femle,C,History,,
11746,Robert Watson,-1,Other,,,96.19,32-13-2020
11747,Kimberly Mendez,-1,F,D,math,,32-13-2020
11748,Nichole Perez,-1,Female,,Science,,2022-12-17
11749,Michael Watson,unknown,Female,F,,,
11750,Heather Crawford,22,femle,F,math,-10,2025-03-05
11751,Dustin Morris,-1,femle,C,SCIENCE,61.28,
11752,Mrs. Angela Patton,-1,,C,,-10,32-13-2020
11753,John Brown,13,maale,,Math,N/A,32-13-2020
11754,Chase Neal,25,Female,B,,,
11755,Dr. Aaron Jones,-1,,A,History,,2023-03-20
11756,Oscar Santos,23,Male,,,,2021-09-26
11757,Julia Patterson,-1,F,F,English,N/A,2023-05-07
11758,Steven Harper,16,,,Math,97.66,2024-01-30
11759,Alec Brewer,unknown,Other,A,,62.41,
11760,Michelle Smith,unknown,maale,C,English,,
11761,Amy Young,unknown,,,,58.04,2023-07-23
11762,Robert Mcdaniel,,,B,Science,60.09,32-13-2020
11763,Morgan Burnett,,,,Science,-10,32-13-2020
11764,Mary Turner,unknown,maale,B,Science,83.62,
11765,Corey Shelton,,F,F,SCIENCE,-10,32-13-2020
11766,Eric Scott,,Other,D,SCIENCE,64.02,2021-12-29
11767,Jillian Pham,,F,B,,N/A,32-13-2020
11768,Emma Stout,,maale,,SCIENCE,,2024-08-18
11769,Seth Lopez,-1,M,C,English,N/A,32-13-2020
11770,Latasha Sanders,,Female,B,SCIENCE,,
11771,Justin Adams,,maale,A,,N/A,
11772,Susan Miller,,F,,,,
11773,Melanie Nelson,unknown,Female,D,History,,2020-12-05
11774,Rachel Carlson,,femle,D,math,N/A,32-13-2020
11775,Sarah Edwards,unknown,Female,B,,,2021-09-27
11776,Thomas Roth,unknown,maale,A,English,-10,32-13-2020
11777,Alexandra Clark,,F,,Science,-10,32-13-2020
11778,Shawn Gillespie,-1,,C,SCIENCE,-10,32-13-2020
11779,Angel Mathis,-1,F,B,History,N/A,32-13-2020
11780,James Gutierrez,,F,B,Math,-10,2025-02-12
11781,Ryan Sparks,-1,Female,,,N/A,
11782,Joseph Jennings,,Male,C,English,N/A,2024-05-22
11783,Patricia Melton,12,M,D,History,N/A,
11784,Cheryl White,-1,,A,English,N/A,2024-03-31
11785,Katrina Freeman,-1,femle,A,math,99.48,
11786,Kelsey Greene,-1,Female,C,Science,53.29,2023-11-25
11787,Eugene Taylor,11,,B,Science,,
11788,Maria Gardner,unknown,,D,Science,-10,2024-06-14
11789,Bryan Villanueva,unknown,Female,F,SCIENCE,,32-13-2020
11790,Roberto Castro,unknown,Male,A,SCIENCE,N/A,2022-02-21
11791,Nicole Hernandez,,,,History,-10,32-13-2020
11792,Robert Floyd,-1,M,C,,N/A,32-13-2020
11793,Robert Lewis,,,D,SCIENCE,,
11794,Edward Shepard,unknown,Female,,math,N/A,32-13-2020
11795,Brian Nguyen,unknown,,B,,-10,
11796,Tracy Cisneros,,M,B,math,67.65,
11797,Mr. Steven Wilson,21,Female,,,,2021-11-04
11798,Jacob Sanders,unknown,M,,Science,,2021-03-21
11799,Thomas Johnson,25,Female,A,History,72.99,2021-03-31
11800,Heather Huber,,F,B,,61.73,
11801,Danny Guzman,-1,F,C,English,N/A,
11802,Reginald Garcia,24,maale,D,SCIENCE,,32-13-2020
11803,Charles Stewart,-1,F,A,Science,-10,32-13-2020
11804,Marisa Rogers,unknown,Female,,,N/A,2023-03-22
11805,Brandi Rodriguez,19,Female,A,Science,59.61,2022-09-15
11806,Kenneth Hall,unknown,M,,,-10,
11807,Margaret Roach,unknown,femle,,Math,-10,
11808,Alexander Clayton,unknown,Female,A,SCIENCE,-10,
11809,Jason Neal,unknown,Male,F,,,32-13-2020
11810,Jamie Rodgers,unknown,maale,,,65.06,
11811,Casey Neal,unknown,Other,D,,N/A,
11812,Jenny Hawkins,-1,M,B,,50.73,32-13-2020
11813,Ricardo Schneider,unknown,F,,SCIENCE,57.9,
11814,Charles Moore,-1,M,,math,N/A,2020-11-08
11815,Margaret Garcia,,maale,,Science,86.1,2024-08-09
11816,James Moore Jr.,17,,B,,96.33,32-13-2020
11817,Carl Walker,-1,M,C,SCIENCE,-10,2022-07-18
11818,Angela Sawyer,-1,,C,English,N/A,
11819,Wayne Johnson,,Male,C,Science,71.81,2024-02-15
11820,Linda Williams,unknown,maale,B,math,N/A,32-13-2020
11821,Felicia Taylor,-1,femle,,SCIENCE,,
11822,Jason Walker,unknown,F,B,SCIENCE,N/A,32-13-2020
11823,Christopher Sanders,-1,M,B,Science,73.37,2025-01-01
11824,Nathaniel Carlson,-1,femle,A,English,86.38,32-13-2020
11825,Heather Bell,,Male,F,Math,,32-13-2020
11826,William Jordan,-1,Male,C,History,-10,
11827,Ann Wright,,,C,Science,N/A,2021-02-12
11828,Carl Pitts,,Male,B,History,,2025-05-09
11829,Stacey Craig,18,,D,,98.76,
11830,Marc Rowland,,Other,C,Math,,2021-05-12
11831,Amanda Williams,unknown,maale,,History,97.54,2024-12-18
11832,Alex Stephens,unknown,,A,,N/A,32-13-2020
11833,Jennifer Rodriguez,,F,B,,-10,32-13-2020
11834,Amy Hamilton,unknown,F,B,Math,-10,2024-04-13
11835,Molly Gonzalez,10,maale,,Science,,
11836,Jay Cherry,-1,Other,B,Science,-10,2022-07-31
11837,Maria Combs,unknown,Other,,,,
11838,Zachary Lynch,unknown,femle,B,SCIENCE,N/A,32-13-2020
11839,Jon Davis,14,,D,,N/A,2021-01-07
11840,Sara Green,,Female,A,Science,,32-13-2020
11841,Jonathan Parker,-1,M,,SCIENCE,N/A,
11842,Deborah Flynn,,Male,B,,-10,32-13-2020
11843,Scott Horton,-1,Other,,Math,N/A,
11844,William Hernandez,unknown,F,A,,53.51,
11845,Laura Roberts,-1,,,SCIENCE,51.22,
11846,Robert Moreno,10,Female,F,SCIENCE,56.42,2024-06-05
11847,Jill Fisher,unknown,femle,,Science,,32-13-2020
11848,Mandy Mcpherson,17,Male,,,N/A,32-13-2020
11849,Christina Mills,unknown,M,,Math,N/A,32-13-2020
11850,Debbie Powell,,F,F,Math,,32-13-2020
11851,Michael Anderson,-1,,B,math,50.5,
11852,Diana Nguyen,-1,femle,,English,N/A,
11853,Karina Turner,,femle,,Math,,32-13-2020
11854,Nicholas Wall,-1,maale,F,English,55.64,2023-09-12
11855,Javier Moore,unknown,,D,,-10,32-13-2020
11856,Vincent Olson,unknown,Female,A,English,N/A,
11857,Donald Bowen,-1,F,C,math,,2024-02-01
11858,Aaron Allen,,F,,History,,
11859,Brandy Ward,15,femle,,History,N/A,2024-01-09
11860,Michael Williams,15,Male,C,English,,32-13-2020
11861,Mikayla Armstrong,25,Other,D,Math,,
11862,Sandra Atkins,,Female,F,Science,N/A,2024-10-11
11863,John Lopez,-1,,,Math,N/A,
11864,Mrs. Elizabeth Conrad,unknown,femle,A,,N/A,
11865,Gregory Anderson,unknown,,A,Math,N/A,32-13-2020
11866,Erin Flores,unknown,femle,,Science,72.41,32-13-2020
11867,Mary Holt,,femle,,Science,-10,32-13-2020
11868,Megan Hernandez,,M,C,Science,N/A,2020-10-06
11869,Brenda Ford,,Male,C,,N/A,
11870,Melinda Fisher,15,Other,D,SCIENCE,N/A,2023-07-01
11871,Danny Lozano,-1,,D,,-10,32-13-2020
11872,Amy Perez,,maale,A,English,67.87,
11873,Kirk Aguilar,unknown,Other,B,math,-10,
11874,Keith Ball,,Female,,,N/A,32-13-2020
11875,Cameron Sims,unknown,Female,C,Science,-10,2023-05-14
11876,Lindsay Barrett,25,,D,Math,-10,
11877,Sarah Wallace,23,femle,A,SCIENCE,-10,
11878,Daniel Phillips,-1,femle,B,SCIENCE,N/A,
11879,Walter Oliver,18,Male,B,English,N/A,
11880,Deborah Hines,16,maale,,math,-10,
11881,Dennis Watson,-1,maale,D,History,86.09,
11882,Abigail Atkinson,22,,A,English,92.13,32-13-2020
11883,Jeffrey Villa,18,femle,D,History,,2022-07-10
11884,Andrea Patel,,Other,B,,-10,32-13-2020
11885,Donna Petersen,unknown,Other,A,History,55.21,
11886,Dr. Kelly Barrera,unknown,,A,Science,-10,
11887,Kathy Fernandez,22,M,C,,78.86,32-13-2020
11888,Brent Mcdonald,,maale,,English,,2024-02-29
11889,Vincent Jackson,-1,Other,C,History,-10,2023-11-24
11890,Heather Allen,,Male,,math,,
11891,Candice Schaefer,-1,F,A,Science,,2025-04-06
11892,Amanda Palmer,20,,,Math,,
11893,Brooke Hardin,unknown,M,,SCIENCE,,2024-11-09
11894,Kristy Faulkner,unknown,Male,D,Math,71.62,
11895,Jennifer Lynch,,femle,,Science,,2024-02-24
11896,Jeffrey Mitchell,-1,Other,A,Math,-10,2023-04-14
11897,Paula Roberson,,Male,B,Math,,
11898,Jennifer Mcguire,,,,History,-10,32-13-2020
11899,Matthew Moss,,femle,,Science,,2022-09-07
11900,Shawn Miller,unknown,,,math,N/A,32-13-2020
11901,Kevin Banks,,Male,A,math,75.57,2020-07-13
11902,Nicholas Singh,unknown,Female,,,-10,32-13-2020
11903,Jacqueline Bailey,,femle,F,Math,N/A,2021-04-27
11904,Gary Fox,-1,,A,SCIENCE,-10,
11905,Christian Williams,,Female,C,,-10,32-13-2020
11906,Sandra Thomas,-1,Male,D,math,N/A,32-13-2020
11907,Michael Kerr,-1,M,B,,N/A,32-13-2020
11908,Robert Bryant,24,M,C,,N/A,32-13-2020
11909,Ronald Lopez,,Female,B,,-10,2023-06-30
11910,Phillip Hendricks,,F,,,52.24,
11911,Steven Clark,,,,,,
11912,Angel Lewis,-1,maale,A,English,,32-13-2020
11913,Dennis Thomas,unknown,F,A,Math,,
11914,Mrs. Jennifer Whitaker MD,,Male,,,-10,2021-09-06
11915,Heidi Baxter,-1,,D,History,N/A,
11916,Cheryl Crawford,-1,F,,,,2021-11-30
11917,Jane Sexton,12,M,,SCIENCE,,2023-01-19
11918,Thomas Davis,16,femle,B,Math,58.26,
11919,Robin Yoder,-1,,,,,2024-10-29
11920,David Taylor,,M,,math,78.62,2023-02-13
11921,John Mason,-1,Male,D,math,N/A,
11922,Jordan Walker,25,,D,SCIENCE,,
11923,William Fuller,,,C,English,95.21,2022-05-22
11924,Matthew Johnson,-1,,F,SCIENCE,,
11925,Matthew Nguyen,,M,,,N/A,32-13-2020
11926,Brittany James,-1,femle,B,,N/A,2022-05-19
11927,Tracy Johnson,17,Other,B,,,32-13-2020
11928,Matthew Graves,,M,B,SCIENCE,N/A,2022-12-20
11929,Jeffrey Walker,,,A,English,N/A,2020-11-07
11930,Jason Graham,-1,maale,F,English,N/A,
11931,Dr. Anthony Hall,-1,femle,F,SCIENCE,78.5,
11932,David Lee,,,B,,78.68,2023-03-23
11933,Jennifer Shepherd,-1,F,D,Science,,32-13-2020
11934,Jose Mitchell,23,femle,F,SCIENCE,N/A,
11935,Paige Garcia,17,F,,Math,,32-13-2020
11936,Lauren Martin,unknown,F,A,,84.63,
11937,Tonya Zhang,-1,Female,F,History,-10,
11938,Billy Perez DVM,,maale,F,Science,,32-13-2020
11939,Joseph Davis,-1,maale,,History,-10,
11940,Henry Adams,unknown,Female,C,SCIENCE,50.6,2021-06-07
11941,Christine Pitts,,Male,,SCIENCE,-10,32-13-2020
11942,Ms. Holly Vincent,19,maale,C,SCIENCE,56.8,2023-04-23
11943,Jonathan Carpenter,13,M,B,SCIENCE,,
11944,Brandon Smith,-1,M,F,Math,,
11945,Kathleen Valentine,unknown,Female,A,Math,N/A,
11946,Ashley Herrera,-1,,B,,54.09,2022-09-02
11947,Scott Pham,,M,,Science,,
11948,Scott Aguirre,unknown,F,,,,
11949,Anne Moody,unknown,,D,Science,,2023-01-01
11950,Kathy Kent,,femle,F,History,,2025-02-12
11951,Brett Davis,20,femle,F,math,92.47,2023-08-10
11952,Megan Skinner,unknown,Male,,English,N/A,32-13-2020
11953,Kelly House,-1,femle,D,English,N/A,32-13-2020
11954,Ashley Rodriguez,,Female,C,English,,
11955,Brenda Sweeney,21,Female,C,Math,98.53,
11956,Kelli Howard,,maale,,SCIENCE,,2022-10-15
11957,Patrick Greene,16,F,D,History,-10,
11958,Michael Williams,-1,F,B,math,-10,32-13-2020
11959,Rodney Rivera,-1,F,,,N/A,2023-07-12
11960,Cheryl Salazar,-1,M,C,,N/A,
11961,Hannah Moon,-1,,F,,,
11962,Joel Walsh,-1,Other,D,SCIENCE,N/A,2020-09-01
11963,Donna Byrd,-1,F,D,,-10,
11964,Spencer Ball,unknown,Male,F,SCIENCE,,
11965,Karen Sandoval,22,M,C,History,-10,32-13-2020
11966,Jamie Miranda,-1,Male,,math,-10,32-13-2020
11967,Elizabeth Garcia,25,Male,,Math,67.08,2022-10-04
11968,Kelly Blake,24,,C,SCIENCE,,2025-06-13
11969,Adam Harris,unknown,F,,History,N/A,32-13-2020
11970,Megan Nguyen,-1,M,B,SCIENCE,,
11971,Kenneth Peck,10,,,English,N/A,32-13-2020
11972,Gina Delgado,,Female,B,SCIENCE,N/A,
11973,Jody Kelly,unknown,Female,B,math,N/A,
11974,Kyle Leon,-1,Male,F,,89.18,
11975,Michelle Parker,-1,Other,B,Math,59.79,
11976,Olivia Murray,21,,F,History,63.21,2022-01-27
11977,Thomas Burgess,-1,,C,History,-10,
11978,Christy Walsh,unknown,,F,math,-10,2020-08-23
11979,Greg Lamb,,F,,Science,,2022-03-30
11980,Samantha Barrera MD,24,maale,C,Science,,32-13-2020
11981,Andre Galvan Jr.,25,F,A,Math,-10,
11982,Jack Hernandez,unknown,,D,English,68.13,2022-01-21
11983,John Thomas,unknown,F,,SCIENCE,63.66,2023-09-28
11984,Kelly Butler,15,F,D,,67.51,
11985,Regina Shaw,-1,M,D,Science,86.53,
11986,Susan Garcia,,Male,,,80.88,32-13-2020
11987,Felicia Hale,unknown,maale,C,,70.52,32-13-2020
11988,Keith Herrera,unknown,maale,,Math,,2022-08-09
11989,Cody Davis,,,C,History,-10,
11990,Craig Hamilton,,Other,,math,N/A,2025-02-05
11991,Robert Williams,,femle,D,History,87.06,
11992,George Santos,,maale,,,N/A,32-13-2020
11993,Terry Hunt,unknown,Other,F,Math,,
11994,Teresa Soto,15,Other,F,,,
11995,Erik Peters,20,,C,English,N/A,32-13-2020
11996,Brent Stevens,24,F,A,Science,,32-13-2020
11997,Felicia Nelson,unknown,maale,B,,,32-13-2020
11998,Deborah Murray,23,M,C,,N/A,
11999,Rachel Walsh,unknown,,,Math,95.08,2024-01-29
12000,Lindsey Patel,-1,F,,,N/A,
12001,Yolanda Spencer,,Female,F,English,N/A,
12002,Richard Decker,unknown,femle,F,,67.82,
12003,Harold Johnson,unknown,,C,,-10,32-13-2020
12004,Dillon Anderson,,femle,F,Math,-10,2025-05-28
12005,Christopher Wells,unknown,M,,,N/A,
12006,Kari Silva,,Male,,,N/A,
12007,Eric Blake,-1,Male,B,Science,-10,
12008,Heather Perez,10,F,D,,,2025-06-10
12009,Sean Norman MD,17,Male,D,Science,N/A,2024-04-11
12010,Nicholas Santana,-1,maale,,,,
12011,Kayla Graves,unknown,Female,C,English,,2023-01-04
12012,Lawrence Miles,unknown,,F,English,N/A,32-13-2020
12013,Kevin Carpenter,,Other,D,English,,2022-07-01
12014,Dana Harrison,16,Female,B,math,N/A,2021-03-02
12015,Christine Schneider,unknown,femle,B,math,N/A,32-13-2020
12016,Rebecca Gilbert,24,Female,D,math,N/A,32-13-2020
12017,Angela Nelson,-1,Other,B,,-10,
12018,Amy Brown,-1,femle,B,,53.86,32-13-2020
12019,Daniel Brown,unknown,femle,D,SCIENCE,62.14,
12020,Blake Ramirez,-1,M,C,math,N/A,
12021,Dr. Julia Poole,unknown,,D,math,,
12022,Gary Frederick,,Female,B,,87.81,2021-11-14
12023,Jonathan Thompson,,,C,,,32-13-2020
12024,Roberta Waters,-1,M,F,,,
12025,Luis Gordon,unknown,,,,N/A,2022-02-27
12026,Mark Brown,unknown,,C,Science,95.4,32-13-2020
12027,Charles Estrada,18,,,History,N/A,2023-12-03
12028,John Grant,19,,D,English,,
12029,Laura Rogers,23,M,A,math,58.52,2020-07-10
12030,Katrina Byrd,,F,F,English,,
12031,Jacqueline Mitchell,-1,Female,A,Math,-10,
12032,Denise Meza,unknown,M,B,History,,2021-07-03
12033,Adam Hale,,,A,,,2023-06-25
12034,Michelle Navarro,,Other,D,Science,,2022-11-03
12035,Virginia Brown,,femle,,,,2023-01-25
