student_id,student_name,age,gender,course,grade,attendance,score,date_enrolled
1325,Student_1325,,FEMALE,SCIENCE,A,A,,2024-08-26
1326,Student_1326,N/A,other,English,A+,absent,49.21,2024-02-23
1327,Student_1327,N/A,male,Mathematics,C,present,N/A,03/04/2024
1328,Student_1328,,male,Mathematics,B-,P,-10,25/01/2024
1329,Student_1329,,FEMALE,english,D,Present,,17/12/2024
1330,Student_1330,N/A,male,MATH,,,N/A,2024-11-20
1331,Student_1331,N/A,Other,English,C,A,N/A,04/01/2024
1332,Student_1332,N/A,other,Science,C,absent,,2024-11-15
1333,Student_1333,N/A,Male,Mathematics,F,N/A,-1,2024-12-08
1334,Student_1334,N/A,Other,english,B,absent,N/A,2024-10-17
1335,Student_1335,N/A,FEMALE,HISTORY,,Absent,,21/09/2024
1336,Student_1336,20,Other,Mathematics,A,,,01/02/2024
1337,Student_1337,,Other,Science,F,absent,N/A,2024-08-08
1338,Student_1338,16,FEMALE,science,B-,A,,2024-06-25
1339,Student_1339,13,Other,Mathematics,N/A,P,,2024-07-05
1340,Student_1340,N/A,FEMALE,Mathematics,B-,A,62.95,2024-10-06
1341,Student_1341,N/A,other,History,B-,A,60.09,2024-05-07
1342,Student_1342,,other,math,,absent,,20/03/2024
1343,Student_1343,N/A,FEMALE,HISTORY,N/A,,N/A,2024-04-12
1344,Student_1344,11,Other,Science,F,Absent,N/A,2024-05-28
1345,Student_1345,N/A,male,Science,B-,present,N/A,23/04/2024
1346,Student_1346,N/A,Female,math,,present,77.2,2024-06-18
1347,Student_1347,16,male,History,A+,Present,-2,2024-11-19
1348,Student_1348,18,other,Science,,present,87.33,2024-11-04
1349,Student_1349,,Other,Science,A+,N/A,77.32,2024-09-01
1350,Student_1350,17,female,Mathematics,A+,Absent,N/A,2024-06-26
1351,Student_1351,N/A,Male,Mathematics,,present,,02/01/2024
1352,Student_1352,,Female,ENGLISH,,A,65.48,2024-03-17
1353,Student_1353,,female,English,,Absent,-2,2024-09-26
1354,Student_1354,N/A,Male,Science,,N/A,39.72,2024-03-19
1355,Student_1355,,Female,Science,F,P,,2024-08-27
1356,Student_1356,N/A,other,HISTORY,F,P,-8,2024-12-20
1357,Student_1357,10,Other,History,F,,N/A,2024-03-19
1358,Student_1358,,other,History,,P,N/A,2024-04-26
1359,Student_1359,N/A,male,English,A+,P,,2024-07-23
1360,Student_1360,,FEMALE,MATH,B,A,-3,2024-05-07
1361,Student_1361,,FEMALE,English,B-,Absent,N/A,2024-02-20
1362,Student_1362,N/A,Other,ENGLISH,C,absent,-4,2024-12-24
1363,Student_1363,,female,science,F,A,5.0,2024-04-04
1364,Student_1364,N/A,female,MATH,F,P,69.85,2024-01-18
1365,Student_1365,14,female,HISTORY,N/A,P,,2024-08-11
1366,Student_1366,N/A,other,science,F,Present,-10,14/08/2024
1367,Student_1367,10,Male,english,,Absent,-1,2024-08-02
1368,Student_1368,13,Female,english,B-,Absent,,2024-08-05
1369,Student_1369,19,other,MATH,B,,,2024-10-08
1370,Student_1370,18,Other,English,C,,,2024-12-16
1371,Student_1371,19,Female,Science,A+,P,50.88,09/01/2024
1372,Student_1372,,Female,HISTORY,C,Absent,-10,2024-10-06
1373,Student_1373,,female,english,,A,,18/01/2024
1374,Student_1374,,other,Science,B-,P,-9,2024-11-07
1375,Student_1375,N/A,other,ENGLISH,B-,N/A,,04/05/2024
1376,Student_1376,,FEMALE,SCIENCE,C,present,,2024-11-04
1377,Student_1377,,Male,Science,A,Absent,,2024-05-14
1378,Student_1378,,Female,math,B-,N/A,,2024-04-10
1379,Student_1379,N/A,other,english,A,Present,,2024-03-18
1380,Student_1380,18,FEMALE,english,N/A,P,17.22,2024-01-18
1381,Student_1381,N/A,female,Science,B-,N/A,-9,2024-05-16
1382,Student_1382,12,FEMALE,English,C,Absent,N/A,08/12/2024
1383,Student_1383,N/A,FEMALE,english,C,N/A,,28/09/2024
1384,Student_1384,,Male,math,F,absent,N/A,06/07/2024
1385,Student_1385,N/A,Other,Mathematics,B-,Present,-4,2024-10-22
1386,Student_1386,12,female,History,B,P,,2024-02-08
1387,Student_1387,15,Female,HISTORY,D,present,-7,08/09/2024
1388,Student_1388,10,female,English,A+,,,2024-10-27
1389,Student_1389,N/A,other,science,,Absent,N/A,2024-12-18
1390,Student_1390,,FEMALE,science,F,P,,2024-01-03
1391,Student_1391,N/A,FEMALE,ENGLISH,A,Present,-8,04/02/2024
1392,Student_1392,,other,science,A+,Absent,46.69,2024-04-22
1393,Student_1393,N/A,other,HISTORY,D,,,2024-06-27
1394,Student_1394,N/A,male,english,A,absent,,2024-03-01
1395,Student_1395,,male,MATH,B-,,-8,2024-03-23
1396,Student_1396,N/A,FEMALE,SCIENCE,B-,Present,-3,2024-08-20
1397,Student_1397,N/A,Female,HISTORY,N/A,N/A,,2024-07-09
1398,Student_1398,,Female,MATH,A,Absent,-2,2024-09-14
1399,Student_1399,N/A,FEMALE,Mathematics,D,absent,93.4,2024-01-27
1400,Student_1400,,male,SCIENCE,N/A,P,26.01,2024-01-25
1401,Student_1401,14,other,MATH,N/A,Present,17.65,2024-05-11
1402,Student_1402,N/A,female,HISTORY,D,P,45.94,2024-04-28
1403,Student_1403,15,FEMALE,History,F,,-10,2024-01-17
1404,Student_1404,N/A,Male,ENGLISH,A,Present,,2024-11-27
1405,Student_1405,18,Female,SCIENCE,B-,A,48.49,2024-02-24
1406,Student_1406,10,other,ENGLISH,A,present,-7,2024-10-25
1407,Student_1407,,Other,SCIENCE,N/A,,,2024-02-14
1408,Student_1408,N/A,Other,SCIENCE,A,,74.67,02/03/2024
1409,Student_1409,N/A,FEMALE,HISTORY,A,P,-10,2024-03-13
1410,Student_1410,,Other,MATH,D,present,,2024-03-12
1411,Student_1411,N/A,other,ENGLISH,A,absent,,2024-08-06
1412,Student_1412,17,Male,HISTORY,B,Present,23.49,10/07/2024
1413,Student_1413,14,Other,HISTORY,N/A,Absent,N/A,2024-08-08
1414,Student_1414,,Other,HISTORY,F,A,-5,01/02/2024
1415,Student_1415,19,Male,SCIENCE,B-,A,79.15,2024-03-12
1416,Student_1416,N/A,other,Mathematics,D,Present,,2024-10-07
1417,Student_1417,,FEMALE,science,,,-3,2024-03-14
1418,Student_1418,N/A,other,MATH,A,absent,-7,2024-11-10
1419,Student_1419,N/A,other,math,N/A,present,,12/10/2024
1420,Student_1420,,female,english,C,present,-6,2024-03-23
1421,Student_1421,N/A,Other,english,A+,absent,-4,2024-07-16
1422,Student_1422,N/A,Other,science,B,N/A,-9,2024-03-07
1423,Student_1423,,FEMALE,History,B,,62.63,08/03/2024
1424,Student_1424,,female,science,B-,Absent,78.41,2024-10-21
1425,Student_1425,N/A,FEMALE,math,D,A,-8,2024-07-21
1426,Student_1426,17,FEMALE,English,A+,present,69.05,2024-06-07
1427,Student_1427,18,other,Science,F,A,66.4,2024-12-21
1428,Student_1428,N/A,Other,Mathematics,A+,P,30.87,2024-09-27
1429,Student_1429,,Female,ENGLISH,,P,N/A,2024-06-26
1430,Student_1430,,Male,HISTORY,A,Present,N/A,2024-11-06
1431,Student_1431,N/A,Other,Mathematics,,Absent,19.32,2024-12-06
1432,Student_1432,,female,Science,C,Present,,2024-06-27
1433,Student_1433,16,FEMALE,science,D,,,2024-02-16
1434,Student_1434,N/A,male,SCIENCE,F,,-9,2024-06-03
1435,Student_1435,,Male,science,N/A,P,N/A,2024-12-24
1436,Student_1436,,Other,math,A,P,81.06,2024-05-20
1437,Student_1437,13,female,History,,N/A,N/A,2024-03-26
1438,Student_1438,N/A,Male,HISTORY,C,Absent,19.69,2024-10-06
1439,Student_1439,18,male,science,D,present,,2024-11-12
1440,Student_1440,N/A,Male,History,B,absent,,02/10/2024
1441,Student_1441,,FEMALE,HISTORY,B-,Present,37.64,2024-08-20
1442,Student_1442,,Male,math,B,Absent,-10,2024-08-22
1443,Student_1443,15,other,HISTORY,,N/A,-7,invalid
1444,Student_1444,,female,math,A+,present,41.87,05/01/2024
1445,Student_1445,N/A,FEMALE,MATH,B,Present,,2024-10-18
1446,Student_1446,,other,Mathematics,B,present,N/A,2024-04-09
1447,Student_1447,N/A,female,Mathematics,F,Present,66.63,2024-07-22
1448,Student_1448,N/A,female,math,B,P,-8,27/05/2024
1449,Student_1449,16,other,math,C,Absent,-7,invalid
1450,Student_1450,N/A,Female,MATH,N/A,N/A,-7,2024-02-19
1451,Student_1451,14,other,math,D,,-1,2024-08-04
1452,Student_1452,20,Other,Science,D,Present,,04/06/2024
1453,Student_1453,N/A,Other,SCIENCE,D,A,N/A,2024-03-05
1454,Student_1454,,Other,Science,D,Present,,23/05/2024
1455,Student_1455,N/A,Female,english,A+,N/A,95.84,2024-04-26
1456,Student_1456,,other,MATH,F,absent,,2024-12-19
1457,Student_1457,14,female,MATH,,absent,,2024-03-21
1458,Student_1458,N/A,male,MATH,D,,,2024-08-08
1459,Student_1459,N/A,other,SCIENCE,A+,N/A,N/A,27/02/2024
1460,Student_1460,,FEMALE,ENGLISH,C,N/A,N/A,26/11/2024
1461,Student_1461,N/A,Female,English,,,-5,16/11/2024
1462,Student_1462,20,Male,HISTORY,D,,,2024-12-20
1463,Student_1463,,male,ENGLISH,A,present,-5,2024-08-14
1464,Student_1464,N/A,Other,SCIENCE,,,18.54,2024-06-16
1465,Student_1465,N/A,other,SCIENCE,N/A,present,-9,invalid
1466,Student_1466,N/A,female,ENGLISH,N/A,P,18.63,2024-07-16
1467,Student_1467,15,male,math,C,N/A,N/A,2024-01-05
1468,Student_1468,,Male,math,D,P,,2024-07-13
1469,Student_1469,,Female,History,F,,51.98,2024-10-07
1470,Student_1470,N/A,Other,science,,N/A,-3,2024-06-20
1471,Student_1471,N/A,Other,Mathematics,B-,P,14.04,02/12/2024
1472,Student_1472,18,female,History,N/A,Present,-3,2024-11-23
1473,Student_1473,N/A,male,ENGLISH,A,P,-7,2024-04-14
1474,Student_1474,N/A,Other,english,F,A,N/A,2024-09-15
1475,Student_1475,N/A,FEMALE,english,N/A,N/A,-6,2024-03-24
1476,Student_1476,12,female,english,A+,absent,6.85,2024-11-24
1477,Student_1477,14,Other,Mathematics,F,N/A,,2024-06-03
1478,Student_1478,20,male,math,,A,,2024-07-20
1479,Student_1479,,Male,science,N/A,present,36.64,2024-10-24
1480,Student_1480,12,FEMALE,HISTORY,A,present,,2024-01-07
1481,Student_1481,,male,SCIENCE,F,Present,,2024-05-26
1482,Student_1482,N/A,Male,ENGLISH,F,A,,2024-08-08
1483,Student_1483,11,Other,History,F,A,,2024-10-24
1484,Student_1484,N/A,female,math,B,absent,36.38,invalid
1485,Student_1485,15,FEMALE,ENGLISH,A,absent,-1,20/10/2024
1486,Student_1486,,male,math,C,P,-5,2024-11-22
1487,Student_1487,15,Male,english,N/A,A,,2024-09-15
1488,Student_1488,N/A,male,History,B,,38.32,2024-11-02
1489,Student_1489,,male,HISTORY,A+,present,-3,2024-07-22
1490,Student_1490,N/A,other,MATH,C,N/A,-5,16/11/2024
1491,Student_1491,,Male,math,,Absent,3.89,2024-02-11
1492,Student_1492,,other,SCIENCE,F,absent,-9,2024-01-20
1493,Student_1493,18,Female,Science,B,Present,,2024-08-04
1494,Student_1494,14,FEMALE,Mathematics,C,A,,2024-06-14
1495,Student_1495,10,FEMALE,Science,,P,75.2,2024-09-23
1496,Student_1496,,other,Science,,A,,2024-03-27
1497,Student_1497,N/A,male,English,C,absent,N/A,2024-04-27
1498,Student_1498,,male,Mathematics,B,N/A,,2024-12-08
1499,Student_1499,,FEMALE,Mathematics,N/A,present,-5,2024-07-07
1500,Student_1500,15,Female,math,A+,N/A,-7,2024-06-04
1501,Student_1501,N/A,male,Science,F,,20.02,24/02/2024
1502,Student_1502,16,Other,Mathematics,N/A,present,13.42,2024-10-28
1503,Student_1503,N/A,Female,SCIENCE,F,N/A,N/A,15/07/2024
1504,Student_1504,,FEMALE,English,B-,present,N/A,2024-07-16
1505,Student_1505,,female,SCIENCE,A+,P,-10,2024-09-05
1506,Student_1506,,Female,science,B,absent,,2024-05-28
1507,Student_1507,18,other,Science,,absent,-8,2024-03-02
1508,Student_1508,,Other,History,F,present,-7,2024-06-18
1509,Student_1509,N/A,Female,English,F,P,,2024-10-02
1510,Student_1510,N/A,male,Science,A+,present,24.95,2024-07-26
1511,Student_1511,,Female,Science,F,absent,-2,2024-06-17
1512,Student_1512,,other,MATH,N/A,P,-1,2024-10-25
1513,Student_1513,N/A,female,HISTORY,N/A,N/A,-7,18/01/2024
1514,Student_1514,,male,ENGLISH,C,present,,02/04/2024
1515,Student_1515,,other,ENGLISH,C,P,44.15,2024-09-16
1516,Student_1516,N/A,Other,Science,F,present,,09/08/2024
1517,Student_1517,N/A,Male,math,B-,Present,,2024-04-21
1518,Student_1518,N/A,Male,History,F,Present,,2024-03-13
1519,Student_1519,12,Other,english,F,A,-3,2024-10-11
1520,Student_1520,,male,History,,present,45.36,2024-09-15
1521,Student_1521,11,male,MATH,A,present,51.6,invalid
1522,Student_1522,N/A,other,ENGLISH,B-,Present,N/A,09/09/2024
1523,Student_1523,17,male,Mathematics,C,N/A,,2024-06-11
1524,Student_1524,,female,Science,C,N/A,91.31,2024-10-03
1525,Student_1525,17,Male,SCIENCE,A,P,52.31,2024-07-23
1526,Student_1526,N/A,male,MATH,D,N/A,N/A,2024-06-12
1527,Student_1527,,FEMALE,History,F,Present,20.71,21/03/2024
1528,Student_1528,N/A,Female,HISTORY,,A,N/A,16/03/2024
1529,Student_1529,N/A,other,ENGLISH,B,present,38.31,2024-08-27
1530,Student_1530,13,male,English,A+,,,2024-05-03
1531,Student_1531,,Other,HISTORY,B,N/A,N/A,2024-03-06
1532,Student_1532,,FEMALE,ENGLISH,A,N/A,,2024-09-25
1533,Student_1533,16,female,math,F,N/A,-5,2024-07-26
1534,Student_1534,16,Other,english,C,Present,,2024-03-18
1535,Student_1535,,other,science,N/A,Absent,95.3,2024-11-06
1536,Student_1536,,other,science,F,P,,2024-10-22
1537,Student_1537,18,FEMALE,english,B-,absent,,2024-08-04
1538,Student_1538,N/A,male,English,A,,60.27,26/12/2024
1539,Student_1539,,female,MATH,A,present,,2024-03-11
1540,Student_1540,N/A,FEMALE,ENGLISH,A+,P,N/A,2024-09-05
1541,Student_1541,14,female,ENGLISH,A+,,,invalid
1542,Student_1542,,FEMALE,SCIENCE,C,Absent,-1,2024-08-27
1543,Student_1543,N/A,Other,ENGLISH,,Absent,-9,2024-07-19
1544,Student_1544,,male,english,N/A,Absent,,25/11/2024
1545,Student_1545,N/A,Male,SCIENCE,D,present,-8,2024-02-04
1546,Student_1546,13,FEMALE,SCIENCE,F,present,,2024-02-25
1547,Student_1547,,FEMALE,math,A,N/A,-6,2024-02-20
1548,Student_1548,20,Other,English,N/A,P,N/A,04/03/2024
1549,Student_1549,14,male,Science,N/A,N/A,,2024-09-20
1550,Student_1550,N/A,Other,Science,B,A,85.07,2024-03-25
1551,Student_1551,,Female,Science,D,Present,N/A,2024-07-22
1552,Student_1552,20,male,English,B-,absent,N/A,15/03/2024
1553,Student_1553,20,Other,HISTORY,F,present,,2024-06-27
1554,Student_1554,N/A,male,science,A+,,N/A,16/05/2024
1555,Student_1555,N/A,female,SCIENCE,,Absent,63.54,2024-01-22
1556,Student_1556,20,other,HISTORY,N/A,Absent,N/A,2024-10-18
1557,Student_1557,,male,english,F,N/A,31.91,2024-01-27
1558,Student_1558,N/A,Other,MATH,D,absent,,2024-12-06
1559,Student_1559,,Male,Science,A+,N/A,93.33,2024-06-16
1560,Student_1560,N/A,other,SCIENCE,N/A,N/A,N/A,2024-05-23
1561,Student_1561,,Female,History,A+,,-7,20/03/2024
1562,Student_1562,N/A,male,Science,N/A,present,15.97,2024-02-28
1563,Student_1563,,male,English,B,Absent,N/A,invalid
1564,Student_1564,11,Female,english,F,absent,-4,09/10/2024
1565,Student_1565,20,FEMALE,math,B,A,,2024-02-06
1566,Student_1566,,other,History,F,Absent,-5,2024-05-01
1567,Student_1567,18,FEMALE,English,A+,present,N/A,09/09/2024
1568,Student_1568,N/A,FEMALE,math,D,A,80.83,2024-01-04
1569,Student_1569,20,Male,ENGLISH,F,,N/A,2024-03-21
1570,Student_1570,14,male,math,A,N/A,27.7,10/05/2024
1571,Student_1571,,FEMALE,math,F,Present,,2024-03-04
1572,Student_1572,N/A,Other,english,A,Absent,-2,2024-01-10
1573,Student_1573,N/A,Other,SCIENCE,,,-5,2024-09-28
1574,Student_1574,,other,Mathematics,C,present,67.91,2024-02-10
1575,Student_1575,,female,Science,C,P,,2024-06-21
1576,Student_1576,N/A,Male,Mathematics,B,present,N/A,2024-01-18
1577,Student_1577,10,FEMALE,SCIENCE,A,Present,-5,2024-05-22
1578,Student_1578,N/A,Male,SCIENCE,B-,absent,,08/02/2024
1579,Student_1579,17,male,Mathematics,C,Absent,N/A,2024-05-22
1580,Student_1580,,FEMALE,science,D,P,N/A,2024-02-26
1581,Student_1581,N/A,Male,english,D,A,N/A,2024-05-24
1582,Student_1582,,FEMALE,math,N/A,Absent,N/A,2024-07-05
1583,Student_1583,,male,math,B,,-7,2024-10-09
1584,Student_1584,16,other,Mathematics,B-,N/A,-8,2024-08-21
1585,Student_1585,15,Female,Mathematics,,Absent,,2024-06-20
1586,Student_1586,17,Male,HISTORY,A,,29.81,2024-08-14
1587,Student_1587,,Female,HISTORY,B,absent,68.56,2024-09-27
1588,Student_1588,12,Other,History,C,Absent,50.49,2024-05-27
1589,Student_1589,N/A,Female,english,F,,-8,invalid
1590,Student_1590,,female,Mathematics,A+,Present,-7,15/11/2024
1591,Student_1591,N/A,FEMALE,math,,N/A,-8,2024-12-21
1592,Student_1592,N/A,FEMALE,ENGLISH,D,N/A,N/A,2024-12-11
1593,Student_1593,20,other,english,B-,P,N/A,2024-09-16
1594,Student_1594,N/A,FEMALE,science,B,N/A,77.62,invalid
1595,Student_1595,14,FEMALE,History,,N/A,-5,2024-07-05
1596,Student_1596,N/A,female,science,B-,Present,78.53,25/07/2024
1597,Student_1597,,FEMALE,History,F,,,27/05/2024
1598,Student_1598,18,male,ENGLISH,F,Absent,-6,14/09/2024
1599,Student_1599,N/A,other,ENGLISH,D,Absent,-2,2024-07-05
1600,Student_1600,N/A,other,english,B-,P,48.64,2024-03-02
1601,Student_1601,N/A,Female,SCIENCE,A+,absent,N/A,13/07/2024
1602,Student_1602,,other,SCIENCE,A+,Absent,N/A,06/09/2024
1603,Student_1603,N/A,Male,MATH,B-,A,59.65,2024-04-24
1604,Student_1604,20,male,english,A,P,-3,2024-10-22
1605,Student_1605,N/A,Female,Mathematics,B-,present,-8,07/08/2024
1606,Student_1606,15,Female,Science,A,absent,,2024-07-27
1607,Student_1607,20,male,ENGLISH,N/A,A,36.46,08/11/2024
1608,Student_1608,N/A,other,science,,absent,2.47,2024-07-14
1609,Student_1609,14,FEMALE,MATH,B-,N/A,94.5,invalid
1610,Student_1610,11,Other,math,A,P,80.19,2024-01-19
1611,Student_1611,,FEMALE,HISTORY,A,P,,2024-09-13
1612,Student_1612,16,male,SCIENCE,D,,,2024-07-17
1613,Student_1613,,Male,math,B-,P,,invalid
1614,Student_1614,N/A,male,english,A+,present,N/A,2024-08-21
1615,Student_1615,14,Other,Science,A,present,N/A,2024-03-03
1616,Student_1616,16,Male,Science,,absent,-6,2024-11-04
1617,Student_1617,,Female,History,B-,absent,,2024-09-11
1618,Student_1618,,other,science,C,A,3.39,2024-08-06
1619,Student_1619,10,male,Mathematics,B,N/A,-8,23/12/2024
1620,Student_1620,,other,ENGLISH,,absent,99.69,16/08/2024
1621,Student_1621,N/A,female,ENGLISH,D,A,84.62,2024-01-19
1622,Student_1622,,other,Mathematics,A,present,75.18,17/03/2024
1623,Student_1623,15,male,science,B-,Present,-2,26/12/2024
1624,Student_1624,17,female,SCIENCE,F,A,N/A,2024-09-01
1625,Student_1625,11,Male,HISTORY,D,Present,-8,invalid
1626,Student_1626,N/A,Female,SCIENCE,A,A,-9,2024-05-02
1627,Student_1627,12,Other,ENGLISH,B-,,83.09,06/05/2024
1628,Student_1628,,Other,SCIENCE,N/A,N/A,62.74,2024-03-14
1629,Student_1629,N/A,Female,math,D,Present,,2024-11-23
1630,Student_1630,12,male,History,B-,N/A,,invalid
1631,Student_1631,N/A,Male,Mathematics,A,,67.87,2024-11-18
1632,Student_1632,18,male,HISTORY,B-,Present,N/A,2024-01-25
1633,Student_1633,N/A,other,ENGLISH,B,present,45.07,20/03/2024
1634,Student_1634,N/A,Other,english,A+,N/A,N/A,2024-05-02
1635,Student_1635,14,FEMALE,MATH,C,N/A,N/A,2024-03-17
1636,Student_1636,N/A,male,Science,N/A,Absent,68.26,2024-01-28
1637,Student_1637,N/A,Other,HISTORY,B-,Present,N/A,2024-03-28
1638,Student_1638,N/A,Male,HISTORY,F,present,-10,2024-02-07
1639,Student_1639,11,other,math,C,A,N/A,2024-07-15
1640,Student_1640,19,Male,math,C,Absent,N/A,2024-10-15
1641,Student_1641,N/A,Other,ENGLISH,B-,A,68.73,invalid
1642,Student_1642,15,male,English,A,Absent,-5,2024-10-27
1643,Student_1643,11,female,History,B,N/A,12.59,2024-01-21
1644,Student_1644,11,male,english,A+,absent,-4,2024-09-12
1645,Student_1645,N/A,Female,History,A,present,,2024-01-20
1646,Student_1646,,female,English,A+,Absent,1.04,2024-02-19
1647,Student_1647,17,female,HISTORY,A,P,-3,2024-06-22
1648,Student_1648,N/A,other,MATH,B-,Present,N/A,2024-06-04
1649,Student_1649,11,male,HISTORY,D,N/A,,2024-07-08
1650,Student_1650,N/A,Male,MATH,D,Absent,20.55,2024-11-10
1651,Student_1651,,female,English,A+,Absent,N/A,2024-06-22
1652,Student_1652,20,Female,MATH,A,Present,N/A,2024-05-02
1653,Student_1653,10,male,English,,absent,-6,27/06/2024
1654,Student_1654,,Other,History,F,A,65.97,2024-05-19
1655,Student_1655,,FEMALE,math,C,Absent,N/A,2024-06-10
1656,Student_1656,13,Female,math,C,,-1,2024-09-15
1657,Student_1657,N/A,female,History,N/A,A,-3,2024-12-13
1658,Student_1658,N/A,other,SCIENCE,B,P,N/A,2024-03-27
1659,Student_1659,N/A,female,ENGLISH,F,absent,-2,2024-08-04
1660,Student_1660,16,Other,Science,A+,present,39.38,18/12/2024
1661,Student_1661,,FEMALE,English,B-,A,N/A,2024-10-21
1662,Student_1662,,Female,History,C,A,-3,2024-09-02
1663,Student_1663,N/A,female,History,A,N/A,N/A,14/07/2024
1664,Student_1664,N/A,female,math,N/A,Present,,2024-03-28
1665,Student_1665,10,male,English,B,A,N/A,2024-05-01
1666,Student_1666,17,female,english,F,A,N/A,2024-12-15
1667,Student_1667,,other,MATH,,Absent,-9,2024-09-23
1668,Student_1668,,Male,English,B,present,N/A,01/08/2024
1669,Student_1669,,female,english,A,Present,86.09,2024-08-09
1670,Student_1670,,male,math,F,present,81.22,2024-09-02
1671,Student_1671,19,FEMALE,english,A+,present,-10,10/07/2024
1672,Student_1672,17,male,History,N/A,absent,-1,28/01/2024
1673,Student_1673,,Male,SCIENCE,,present,,2024-11-04
1674,Student_1674,,FEMALE,HISTORY,F,present,,2024-07-19
1675,Student_1675,,Other,MATH,D,Absent,N/A,2024-11-02
1676,Student_1676,15,Male,english,N/A,N/A,-4,invalid
1677,Student_1677,,other,english,N/A,Present,N/A,2024-04-28
1678,Student_1678,12,Other,math,A+,Absent,N/A,2024-06-27
1679,Student_1679,16,other,ENGLISH,N/A,Absent,12.06,invalid
1680,Student_1680,,female,ENGLISH,C,Present,-10,14/01/2024
1681,Student_1681,N/A,Female,English,D,A,N/A,invalid
1682,Student_1682,12,Female,ENGLISH,F,absent,-5,2024-02-14
1683,Student_1683,12,Male,science,C,A,,invalid
1684,Student_1684,20,Male,Science,N/A,absent,-5,2024-04-03
1685,Student_1685,,Other,ENGLISH,A+,present,,2024-10-03
1686,Student_1686,10,Female,English,D,present,,28/06/2024
1687,Student_1687,,Female,english,B,P,N/A,2024-08-05
1688,Student_1688,,Other,Science,B-,Absent,,2024-09-25
1689,Student_1689,14,FEMALE,SCIENCE,F,N/A,7.61,11/08/2024
1690,Student_1690,N/A,Other,math,A+,A,,2024-02-20
1691,Student_1691,N/A,female,English,C,P,-4,2024-03-27
1692,Student_1692,,other,ENGLISH,,present,,2024-05-02
1693,Student_1693,N/A,FEMALE,ENGLISH,C,Absent,-4,2024-07-20
1694,Student_1694,,Other,MATH,N/A,present,-9,2024-01-26
1695,Student_1695,,Other,ENGLISH,A+,,-9,2024-03-07
1696,Student_1696,,Male,english,A+,absent,-10,2024-05-16
1697,Student_1697,N/A,female,Mathematics,B,absent,76.61,2024-06-11
1698,Student_1698,N/A,female,MATH,A,Present,,2024-09-05
1699,Student_1699,,Female,english,N/A,A,6.36,17/11/2024
1700,Student_1700,16,FEMALE,English,D,Present,-5,11/09/2024
1701,Student_1701,17,Male,english,C,N/A,,2024-07-08
1702,Student_1702,N/A,Other,science,C,,,invalid
1703,Student_1703,19,male,HISTORY,,present,,2024-12-16
1704,Student_1704,10,female,MATH,N/A,absent,N/A,2024-12-12
1705,Student_1705,N/A,other,MATH,N/A,Absent,81.07,2024-01-14
1706,Student_1706,12,Other,Mathematics,N/A,absent,64.49,2024-01-10
1707,Student_1707,10,Female,SCIENCE,A,present,-6,2024-06-02
1708,Student_1708,N/A,other,History,A+,Present,N/A,11/03/2024
1709,Student_1709,13,Female,ENGLISH,A,,N/A,25/01/2024
1710,Student_1710,,other,science,B-,P,,2024-01-18
1711,Student_1711,15,male,science,A+,absent,99.64,2024-07-15
1712,Student_1712,10,other,MATH,B,P,-8,2024-02-04
1713,Student_1713,18,Female,SCIENCE,C,,N/A,2024-02-17
1714,Student_1714,18,FEMALE,MATH,,A,N/A,2024-12-14
1715,Student_1715,N/A,FEMALE,science,A+,Absent,-9,03/04/2024
1716,Student_1716,N/A,Other,Mathematics,C,Present,-8,2024-10-25
1717,Student_1717,10,Male,SCIENCE,,P,17.93,2024-06-26
1718,Student_1718,,female,English,B-,present,N/A,2024-06-07
1719,Student_1719,,other,english,C,,,2024-11-20
1720,Student_1720,19,Female,MATH,B-,A,82.28,invalid
1721,Student_1721,,FEMALE,English,F,P,-8,2024-04-10
1722,Student_1722,19,Male,SCIENCE,B,Present,-2,2024-08-01
1723,Student_1723,15,Other,English,,Absent,-1,2024-05-27
1724,Student_1724,N/A,Other,english,C,Present,,2024-07-07
1725,Student_1725,N/A,female,science,B,absent,,2024-06-24
1726,Student_1726,16,Male,ENGLISH,F,absent,N/A,2024-01-13
1727,Student_1727,18,Male,History,F,absent,-3,2024-08-07
1728,Student_1728,N/A,male,Mathematics,A,P,-5,03/09/2024
1729,Student_1729,16,Female,Mathematics,B,A,,03/08/2024
1730,Student_1730,N/A,Other,History,A,,,invalid
1731,Student_1731,12,Other,SCIENCE,B-,present,N/A,2024-12-18
1732,Student_1732,12,other,HISTORY,C,absent,N/A,27/11/2024
1733,Student_1733,N/A,female,MATH,F,absent,-3,2024-05-06
1734,Student_1734,10,female,science,A,Absent,,2024-07-23
1735,Student_1735,N/A,other,Science,N/A,P,-2,2024-04-14
1736,Student_1736,,FEMALE,english,B-,P,-3,2024-12-06
1737,Student_1737,N/A,Male,Science,A+,,40.05,2024-12-21
1738,Student_1738,N/A,Female,english,,A,76.8,19/03/2024
1739,Student_1739,,Other,History,B-,P,59.91,2024-06-19
1740,Student_1740,,Other,science,C,P,N/A,2024-09-22
1741,Student_1741,,male,Science,B-,present,-9,2024-08-15
1742,Student_1742,N/A,Male,Mathematics,C,,,2024-05-26
1743,Student_1743,,other,ENGLISH,A,present,,2024-11-25
1744,Student_1744,16,male,science,B-,P,,25/08/2024
1745,Student_1745,N/A,FEMALE,MATH,,Absent,N/A,2024-08-14
